CASE,OFFENSE CODE,OFFENSE DESCRIPTION,REPORT DATE,OCC DATE,DAY OF WEEK,LOCATION,Location 1
SL201254943,1313-0,ASSAULT,04/03/2012 11:04:00 AM,04/03/2012 11:04:00 AM,3,"700 W LAYTON AVE
Salt lake City, Utah
(40.730149766000466, -111.9113072129997)","700 W LAYTON AVE
Salt lake City, Utah
(40.730149766000466, -111.9113072129997)"
SL2012133768,1313-0,ASSAULT,08/02/2012 06:40:00 PM,08/02/2012 06:40:00 PM,5,"800 W 300 S
Salt lake City, Utah
(40.762841780000485, -111.91613320699969)","800 W 300 S
Salt lake City, Utah
(40.762841780000485, -111.91613320699969)"
SL2012218814,1313-0,ASSAULT,12/25/2012 01:26:00 PM,12/25/2012 01:26:00 PM,3,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL2012182760,1316-3,ASSAULT,10/18/2012 08:58:00 PM,10/18/2012 08:58:00 PM,5,"600 S 800 E
Salt lake City, Utah
(40.75625414700045, -111.86831113799968)","600 S 800 E
Salt lake City, Utah
(40.75625414700045, -111.86831113799968)"
SL2012132878,1313-0,ASSAULT,08/01/2012 12:21:00 PM,08/01/2012 12:21:00 PM,4,"1200 N REDWOOD RD
Salt lake City, Utah
(40.79498040800047, -111.93919375499968)","1200 N REDWOOD RD
Salt lake City, Utah
(40.79498040800047, -111.93919375499968)"
SL2012191559,1313-0,ASSAULT,11/03/2012 01:14:00 PM,11/03/2012 01:14:00 PM,7,"300 W 400 N
Salt lake City, Utah
(40.7780794520005, -111.8998063409997)","300 W 400 N
Salt lake City, Utah
(40.7780794520005, -111.8998063409997)"
SL201283859,1313-0,ASSAULT,05/19/2012 04:04:00 PM,05/19/2012 04:04:00 PM,7,"2600 S ALDEN ST
Salt lake City, Utah
(40.715402274000496, -111.85259151599968)","2600 S ALDEN ST
Salt lake City, Utah
(40.715402274000496, -111.85259151599968)"
SL201242981,1313-0,ASSAULT,03/15/2012 02:58:00 AM,03/15/2012 02:58:00 AM,5,"1400 S 400 E
Salt lake City, Utah
(40.7392783570005, -111.87969252799968)","1400 S 400 E
Salt lake City, Utah
(40.7392783570005, -111.87969252799968)"
SL2012149710,1305-0,ASSAULT,08/26/2012 06:02:00 PM,08/26/2012 06:02:00 PM,1,"2600 S 700 E
Salt lake City, Utah
(40.714104456000484, -111.87129272799967)","2600 S 700 E
Salt lake City, Utah
(40.714104456000484, -111.87129272799967)"
SL201244338,1303-0,ASSAULT,03/17/2012 04:33:00 AM,03/17/2012 04:33:00 AM,7,"1200 W IOLA AVE
Salt lake City, Utah
(40.76176073100049, -111.92632360799968)","1200 W IOLA AVE
Salt lake City, Utah
(40.76176073100049, -111.92632360799968)"
SL201249314,1313-0,ASSAULT,03/24/2012 11:11:00 PM,03/24/2012 11:11:00 PM,7,"800 N COLORADO ST
Salt lake City, Utah
(40.786723837000466, -111.92969433599967)","800 N COLORADO ST
Salt lake City, Utah
(40.786723837000466, -111.92969433599967)"
SL2012108810,1313-0,ASSAULT,06/27/2012 11:35:00 AM,06/27/2012 11:35:00 AM,4,"2000 S 300 E
Salt lake City, Utah
(40.7266270290005, -111.88257191599968)","2000 S 300 E
Salt lake City, Utah
(40.7266270290005, -111.88257191599968)"
SL201297707,1316-1,ASSAULT,06/10/2012 11:36:00 AM,06/10/2012 10:49:00 AM,1,"500 N TERMINAL NORTHBOUND DR
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)","500 N TERMINAL NORTHBOUND DR
Salt lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2012107529,1306-0,ASSAULT,06/25/2012 01:17:00 PM,04/17/2012 01:17:00 PM,3,"600 N RIVERSIDE DR
Salt lake City, Utah
(40.78272872100047, -111.93682653199971)","600 N RIVERSIDE DR
Salt lake City, Utah
(40.78272872100047, -111.93682653199971)"
SL201216180,1302-0,ASSAULT,01/28/2012 10:45:00 PM,01/28/2012 10:45:00 PM,7,"500 N RIVERSIDE DR
Salt lake City, Utah
(40.78192956100048, -111.93711070599971)","500 N RIVERSIDE DR
Salt lake City, Utah
(40.78192956100048, -111.93711070599971)"
SL2012210858,1302-0,ASSAULT,12/08/2012 11:59:00 PM,12/08/2012 11:59:00 PM,7,"600 E 800 S
Salt lake City, Utah
(40.75194541900049, -111.87372949499968)","600 E 800 S
Salt lake City, Utah
(40.75194541900049, -111.87372949499968)"
SL201281445,1313-0,ASSAULT,05/15/2012 07:07:00 PM,05/15/2012 07:07:00 PM,3,"900 S 800 E
Salt lake City, Utah
(40.7496739610005, -111.86820239499968)","900 S 800 E
Salt lake City, Utah
(40.7496739610005, -111.86820239499968)"
SL2012184143,1313-0,ASSAULT,10/21/2012 10:23:00 AM,10/21/2012 10:23:00 AM,1,"1000 S STATE ST
Salt lake City, Utah
(40.747250590000476, -111.88826635599969)","1000 S STATE ST
Salt lake City, Utah
(40.747250590000476, -111.88826635599969)"
SL201272103,1305-0,ASSAULT,04/30/2012 11:37:00 PM,04/30/2012 11:37:00 PM,2,"800 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77164210000046, -111.91421576199969)","800 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77164210000046, -111.91421576199969)"
SL201222692,1316-2,ASSAULT,02/09/2012 09:42:00 AM,02/07/2012 02:45:00 PM,3,"600 N 1500 W
Salt lake City, Utah
(40.78244285000045, -111.93349596999968)","600 N 1500 W
Salt lake City, Utah
(40.78244285000045, -111.93349596999968)"
SL2012185856,1313-0,ASSAULT,10/24/2012 03:16:00 PM,10/24/2012 03:16:00 PM,4,"1300 S STEWART ST
Salt lake City, Utah
(40.74125987800045, -111.9337745739997)","1300 S STEWART ST
Salt lake City, Utah
(40.74125987800045, -111.9337745739997)"
SL2012169492,1316-1,ASSAULT,09/26/2012 08:41:00 PM,09/26/2012 08:30:00 PM,4,"2200 S SCENIC DR
Salt lake City, Utah
(40.72352280400048, -111.81022806999971)","2200 S SCENIC DR
Salt lake City, Utah
(40.72352280400048, -111.81022806999971)"
SL2012185006,1313-0,ASSAULT,10/23/2012 12:33:00 AM,10/23/2012 12:33:00 AM,3,"1500 S MAIN ST
Salt lake City, Utah
(40.7366717430005, -111.8911044779997)","1500 S MAIN ST
Salt lake City, Utah
(40.7366717430005, -111.8911044779997)"
SL201272709,1313-0,ASSAULT,05/01/2012 10:16:00 PM,05/01/2012 10:16:00 PM,3,"100 E 1300 S
Salt lake City, Utah
(40.74158806100047, -111.88799309599972)","100 E 1300 S
Salt lake City, Utah
(40.74158806100047, -111.88799309599972)"
SL2012105615,1313-0,ASSAULT,06/22/2012 04:26:00 PM,06/22/2012 04:26:00 PM,6,"600 N 400 W
Salt lake City, Utah
(40.782460314000446, -111.9024914639997)","600 N 400 W
Salt lake City, Utah
(40.782460314000446, -111.9024914639997)"
SL2012154442,1313-0,ASSAULT,09/02/2012 09:35:00 PM,09/02/2012 09:35:00 PM,1,"200 W 200 S
Salt lake City, Utah
(40.76503603500049, -111.89694621899969)","200 W 200 S
Salt lake City, Utah
(40.76503603500049, -111.89694621899969)"
SL2012121529,1316-3,ASSAULT,07/15/2012 04:56:00 PM,07/15/2012 04:56:00 PM,1,"00 S WEST TEMPLE ST
Salt lake City, Utah
(40.71351909600048, -111.8939882039997)","00 S WEST TEMPLE ST
Salt lake City, Utah
(40.71351909600048, -111.8939882039997)"
SL201242329,1313-0,ASSAULT,03/13/2012 09:00:00 PM,03/13/2012 09:00:00 PM,3,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL2012157,1302-0,ASSAULT,01/01/2012 03:39:00 AM,01/01/2012 03:39:00 AM,1,"1000 S CONCORD ST
Salt lake City, Utah
(40.747663383000486, -111.9267457529997)","1000 S CONCORD ST
Salt lake City, Utah
(40.747663383000486, -111.9267457529997)"
SL2012189561,1313-0,ASSAULT,10/31/2012 03:12:00 AM,10/31/2012 03:12:00 AM,4,"200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)","200 S RIO GRANDE ST
Salt lake City, Utah
(40.76482373300047, -111.90411309999968)"
SL201220722,1304-0,ASSAULT,02/05/2012 10:50:00 PM,02/05/2012 07:48:00 PM,1,"1600 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.9364575729997)","1600 W 400 S
Salt lake City, Utah
(40.760689053000476, -111.9364575729997)"
SL20121708,1316-3,ASSAULT,01/04/2012 09:27:00 AM,01/04/2012 08:15:00 AM,4,"300 E 300 S
Salt lake City, Utah
(40.762805019000496, -111.88232015399967)","300 E 300 S
Salt lake City, Utah
(40.762805019000496, -111.88232015399967)"
SL2012138654,1305-0,ASSAULT,08/10/2012 09:09:00 AM,08/10/2012 09:09:00 AM,6,"700 E 2100 S
Salt lake City, Utah
(40.7254153180005, -111.87109883499971)","700 E 2100 S
Salt lake City, Utah
(40.7254153180005, -111.87109883499971)"
SL2012174054,1313-0,ASSAULT,10/04/2012 04:38:00 AM,10/04/2012 04:38:00 AM,5,"200 S WEST TEMPLE ST
Salt lake City, Utah
(40.76492118400046, -111.89399427499967)","200 S WEST TEMPLE ST
Salt lake City, Utah
(40.76492118400046, -111.89399427499967)"
SL201213657,1305-0,ASSAULT,01/24/2012 05:07:00 PM,01/24/2012 05:07:00 PM,3,"100 E 200 S
Salt lake City, Utah
(40.76500158300047, -111.88810997399969)","100 E 200 S
Salt lake City, Utah
(40.76500158300047, -111.88810997399969)"
SL2012340,1313-0,ASSAULT,01/01/2012 02:44:00 PM,01/01/2012 05:00:00 AM,1,"1300 N GENERAL DR
Salt lake City, Utah
(40.79843425600046, -111.94758840099968)","1300 N GENERAL DR
Salt lake City, Utah
(40.79843425600046, -111.94758840099968)"
SL201214339,1302-0,ASSAULT,01/26/2012 12:53:00 AM,01/26/2012 12:53:00 AM,5,"1800 S MAIN ST
Salt lake City, Utah
(40.730931014000475, -111.8911541929997)","1800 S MAIN ST
Salt lake City, Utah
(40.730931014000475, -111.8911541929997)"
SL20128940,1313-0,ASSAULT,01/16/2012 08:17:00 AM,01/16/2012 08:17:00 AM,2,"200 W 200 S
Salt lake City, Utah
(40.76503603500049, -111.89694621899969)","200 W 200 S
Salt lake City, Utah
(40.76503603500049, -111.89694621899969)"
SL201231957,1316-3,ASSAULT,02/25/2012 12:27:00 AM,02/25/2012 12:27:00 AM,7,"1800 S STATE ST
Salt lake City, Utah
(40.73115090900046, -111.88827672699966)","1800 S STATE ST
Salt lake City, Utah
(40.73115090900046, -111.88827672699966)"
SL201267329,1316-4,ASSAULT,04/23/2012 02:30:00 PM,04/23/2012 02:30:00 PM,2,"00 S 900 E
Salt lake City, Utah
(40.68069592000046, -111.86554890199972)","00 S 900 E
Salt lake City, Utah
(40.68069592000046, -111.86554890199972)"
SL2012202572,1305-0,ASSAULT,11/23/2012 11:55:00 PM,11/23/2012 11:55:00 PM,6,"1900 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77166859500045, -111.94559007199967)","1900 W NORTH TEMPLE ST
Salt lake City, Utah
(40.77166859500045, -111.94559007199967)"
SL2012194573,1302-0,ASSAULT,11/08/2012 04:09:00 PM,11/08/2012 04:09:00 PM,5,"1700 W KIMBERLY CIR
Salt lake City, Utah
(40.77962225800047, -111.94229631499968)","1700 W KIMBERLY CIR
Salt lake City, Utah
(40.77962225800047, -111.94229631499968)"
SL2012143037,1305-0,ASSAULT,08/16/2012 07:17:00 PM,08/16/2012 04:30:00 PM,5,"400 S 200 E
Salt lake City, Utah
(40.760492429000465, -111.8853928369997)","400 S 200 E
Salt lake City, Utah
(40.760492429000465, -111.8853928369997)"
SL2012173266,1304-0,ASSAULT,10/02/2012 07:07:00 PM,10/02/2012 07:07:00 PM,3,"1700 S STATE ST
Salt lake City, Utah
(40.73343061100047, -111.88826349899966)","1700 S STATE ST
Salt lake City, Utah
(40.73343061100047, -111.88826349899966)"
SL201250808,1313-0,ASSAULT,03/27/2012 05:18:00 PM,03/27/2012 04:00:00 PM,3,"2000 W 1100 N
Salt lake City, Utah
(40.79283010500046, -111.93262610999972)","2000 W 1100 N
Salt lake City, Utah
(40.79283010500046, -111.93262610999972)"
SL2012145140,1316-3,ASSAULT,08/20/2012 12:14:00 AM,08/20/2012 12:14:00 AM,2,"500 S 500 W
Salt lake City, Utah
(40.758393525000486, -111.9055162899997)","500 S 500 W
Salt lake City, Utah
(40.758393525000486, -111.9055162899997)"
SL2012177762,1316-2,ASSAULT,10/10/2012 02:34:00 PM,10/10/2012 02:34:00 PM,4,"1300 W 500 N
Salt lake City, Utah
(40.78022843600047, -111.92852415099969)","1300 W 500 N
Salt lake City, Utah
(40.78022843600047, -111.92852415099969)"
SL201277072,1316-1,ASSAULT,05/08/2012 08:00:00 PM,05/08/2012 08:00:00 PM,3,"2600 S MELBOURNE ST
Salt lake City, Utah
(40.7153625520005, -111.83885514599967)","2600 S MELBOURNE ST
Salt lake City, Utah
(40.7153625520005, -111.83885514599967)"
SL2012103746,1313-0,ASSAULT,06/20/2012 02:15:00 AM,06/20/2012 02:15:00 AM,4,"100 S 1000 E
Salt lake City, Utah
(40.76709086000045, -111.8624628659997)","100 S 1000 E
Salt lake City, Utah
(40.76709086000045, -111.8624628659997)"
SL201270810,1313-0,ASSAULT,04/28/2012 06:39:00 PM,04/27/2012 04:00:00 PM,6,"100 N N ST
Salt lake City, Utah
(40.77177449600049, -111.8640127429997)","100 N N ST
Salt lake City, Utah
(40.77177449600049, -111.8640127429997)"
SL2012163580,1316-3,ASSAULT,09/17/2012 07:11:00 AM,09/17/2012 07:11:00 AM,2,"1000 W 500 S
Salt lake City, Utah
(40.74720104200048, -111.90537658899967)","1000 W 500 S
Salt lake City, Utah
(40.74720104200048, -111.90537658899967)"
SL2012157827,1306-0,ASSAULT,09/08/2012 01:55:00 AM,09/08/2012 01:55:00 AM,7,"600 S 200 W
Salt lake City, Utah
(40.75620985900048, -111.89684341799972)","600 S 200 W
Salt lake City, Utah
(40.75620985900048, -111.89684341799972)"
SL2012120595,1313-0,ASSAULT,07/14/2012 06:53:00 AM,07/14/2012 06:53:00 AM,7,"1500 S MAIN ST
Salt lake City, Utah
(40.7366717430005, -111.8911044779997)","1500 S MAIN ST
Salt lake City, Utah
(40.7366717430005, -111.8911044779997)"
SL201270023,1313-0,ASSAULT,04/27/2012 03:52:00 PM,04/27/2012 03:52:00 PM,6,"1100 N REDWOOD RD
Salt lake City, Utah
(40.79347222500047, -111.93919328999971)","1100 N REDWOOD RD
Salt lake City, Utah
(40.79347222500047, -111.93919328999971)"
SL201235935,1302-0,ASSAULT,03/03/2012 12:31:00 AM,03/03/2012 12:31:00 AM,7,"2500 S GREEN ST
Salt lake City, Utah
(40.716070997000486, -111.87260684599971)","2500 S GREEN ST
Salt lake City, Utah
(40.716070997000486, -111.87260684599971)"
SL2012196980,1313-0,ASSAULT,11/13/2012 12:20:00 AM,11/13/2012 12:20:00 AM,3,"200 S 600 W
Salt lake City, Utah
(40.76475235300046, -111.90837093799968)","200 S 600 W
Salt lake City, Utah
(40.76475235300046, -111.90837093799968)"
SL2012138967,1313-0,ASSAULT,08/10/2012 06:00:00 PM,08/10/2012 06:00:00 PM,6,"1900 S 200 E
Salt lake City, Utah
(40.72859998300049, -111.88556993599968)","1900 S 200 E
Salt lake City, Utah
(40.72859998300049, -111.88556993599968)"
SL2012157395,1313-0,ASSAULT,09/07/2012 03:09:00 PM,09/07/2012 02:30:00 PM,6,"200 N 300 W
Salt lake City, Utah
(40.77374055700045, -111.89965195199972)","200 N 300 W
Salt lake City, Utah
(40.77374055700045, -111.89965195199972)"
SL2012187417,1313-0,ASSAULT,10/27/2012 01:55:00 AM,10/27/2012 01:55:00 AM,7,"500 W 100 S
Salt lake City, Utah
(40.76718997100045, -111.90560754999967)","500 W 100 S
Salt lake City, Utah
(40.76718997100045, -111.90560754999967)"
SL2012152961,1316-3,ASSAULT,08/31/2012 04:33:00 PM,08/31/2012 04:33:00 PM,6,"700 S GOSHEN ST
Salt lake City, Utah
(40.752824776000466, -111.92093531799969)","700 S GOSHEN ST
Salt lake City, Utah
(40.752824776000466, -111.92093531799969)"
SL201234745,1313-0,ASSAULT,03/01/2012 12:23:00 AM,03/01/2012 12:23:00 AM,5,"1100 E BROWNING AVE
Salt lake City, Utah
(40.73899323000046, -111.8594784879997)","1100 E BROWNING AVE
Salt lake City, Utah
(40.73899323000046, -111.8594784879997)"
SL2012176396,1313-0,ASSAULT,10/08/2012 08:00:00 AM,10/08/2012 07:20:00 AM,2,"300 S RIO GRANDE ST
Salt lake City, Utah
(40.76197099100045, -111.90414710399972)","300 S RIO GRANDE ST
Salt lake City, Utah
(40.76197099100045, -111.90414710399972)"
SL2012116183,1313-0,ASSAULT,07/07/2012 04:24:00 PM,07/07/2012 04:24:00 PM,7,"100 W 2100 S
Salt lake City, Utah
(40.72546947800049, -111.89412472899971)","100 W 2100 S
Salt lake City, Utah
(40.72546947800049, -111.89412472899971)"
SL2012188547,1313-0,ASSAULT,10/29/2012 10:31:00 AM,10/28/2012 12:00:00 PM,1,"300 E 300 S
Salt lake City, Utah
(40.762805019000496, -111.88232015399967)","300 E 300 S
Salt lake City, Utah
(40.762805019000496, -111.88232015399967)"
SL201241875,1313-0,ASSAULT,03/13/2012 12:18:00 AM,03/13/2012 12:18:00 AM,3,"700 W JACKSON PARK PL
Salt lake City, Utah
(40.78078335800046, -111.91139114099968)","700 W JACKSON PARK PL
Salt lake City, Utah
(40.78078335800046, -111.91139114099968)"
SL2012202512,1313-0,ASSAULT,11/23/2012 09:30:00 PM,11/23/2012 09:30:00 PM,6,"300 W SOUTH TEMPLE ST
Salt lake City, Utah
(40.76931479400048, -111.88220546199972)","300 W SOUTH TEMPLE ST
Salt lake City, Utah
(40.76931479400048, -111.88220546199972)"
SL2012164158,1313-0,ASSAULT,09/18/2012 04:15:00 AM,09/18/2012 04:15:00 AM,3,"900 E BRYAN AVE
Salt lake City, Utah
(40.73540639400045, -111.86521765199967)","900 E BRYAN AVE
Salt lake City, Utah
(40.73540639400045, -111.86521765199967)"
SL2012141793,1313-0,ASSAULT,08/15/2012 01:18:00 AM,08/15/2012 01:18:00 AM,4,"1400 W 2100 S
Salt lake City, Utah
(40.725949254000454, -111.9308371999997)","1400 W 2100 S
Salt lake City, Utah
(40.725949254000454, -111.9308371999997)"
SL201266616,1313-0,ASSAULT,04/22/2012 11:15:00 AM,04/21/2012 08:00:00 AM,7,"300 E HUBBARD AVE
Salt lake City, Utah
(40.74859385700046, -111.88236903899968)","300 E HUBBARD AVE
Salt lake City, Utah
(40.74859385700046, -111.88236903899968)"
SL2012108427,1313-0,ASSAULT,06/26/2012 06:25:00 PM,06/26/2012 06:25:00 PM,3,"1200 W 500 S
Salt lake City, Utah
(40.758488129000455, -111.92568251399967)","1200 W 500 S
Salt lake City, Utah
(40.758488129000455, -111.92568251399967)"
SL201225324,1316-2,ASSAULT,02/13/2012 05:20:00 PM,02/13/2012 05:18:00 PM,2,"00 E 200 S
Salt lake City, Utah
(40.76502406600048, -111.88508227199969)","00 E 200 S
Salt lake City, Utah
(40.76502406600048, -111.88508227199969)"
SL2012182141,1316-2,ASSAULT,10/17/2012 09:05:00 PM,10/17/2012 09:05:00 PM,4,"800 S 500 E
Salt lake City, Utah
(40.751891954000484, -111.87681276499967)","800 S 500 E
Salt lake City, Utah
(40.751891954000484, -111.87681276499967)"
SL201216424,1313-0,ASSAULT,01/29/2012 02:36:00 PM,01/29/2012 02:36:00 PM,1,"100 S 600 W
Salt lake City, Utah
(40.76707287400046, -111.90829136499968)","100 S 600 W
Salt lake City, Utah
(40.76707287400046, -111.90829136499968)"
SL2012171628,1305-0,ASSAULT,09/30/2012 12:43:00 AM,09/30/2012 12:43:00 AM,1,"800 S STATE ST
Salt lake City, Utah
(40.75187029900047, -111.88826244599971)","800 S STATE ST
Salt lake City, Utah
(40.75187029900047, -111.88826244599971)"
SL201250556,1313-0,ASSAULT,03/27/2012 02:32:00 PM,03/27/2012 02:32:00 PM,3,"00 S 800 W
Salt lake City, Utah
(40.75417314500049, -111.91406665299968)","00 S 800 W
Salt lake City, Utah
(40.75417314500049, -111.91406665299968)"
SL2012105342,1316-3,ASSAULT,06/22/2012 09:50:00 AM,06/22/2012 09:50:00 AM,6,"400 S 500 E
Salt lake City, Utah
(40.76046169800048, -111.8768161429997)","400 S 500 E
Salt lake City, Utah
(40.76046169800048, -111.8768161429997)"
SL2012171930,1313-0,ASSAULT,09/30/2012 03:53:00 PM,09/30/2012 03:53:00 PM,1,"800 S 500 E
Salt lake City, Utah
(40.751891954000484, -111.87681276499967)","800 S 500 E
Salt lake City, Utah
(40.751891954000484, -111.87681276499967)"
SL201282272,1306-0,ASSAULT,05/17/2012 06:40:00 AM,05/17/2012 06:40:00 AM,5,"1800 S MAIN ST
Salt lake City, Utah
(40.730931014000475, -111.8911541929997)","1800 S MAIN ST
Salt lake City, Utah
(40.730931014000475, -111.8911541929997)"
SL2012209699,1313-0,ASSAULT,12/06/2012 02:00:00 PM,12/06/2012 02:00:00 PM,5,"200 N 300 W
Salt lake City, Utah
(40.77374055700045, -111.89965195199972)","200 N 300 W
Salt lake City, Utah
(40.77374055700045, -111.89965195199972)"
SL201271515,1313-0,ASSAULT,04/29/2012 11:30:00 PM,04/29/2012 11:30:00 PM,1,"100 S 900 W
Salt lake City, Utah
(40.76708191600045, -111.9168833229997)","100 S 900 W
Salt lake City, Utah
(40.76708191600045, -111.9168833229997)"
SL2012171558,1304-0,ASSAULT,09/29/2012 11:09:00 PM,09/29/2012 11:09:00 PM,7,"1200 W ANDREW AVE
Salt lake City, Utah
(40.73685973400046, -111.92596493499968)","1200 W ANDREW AVE
Salt lake City, Utah
(40.73685973400046, -111.92596493499968)"
SL2012100806,1316-2,ASSAULT,06/15/2012 01:47:00 PM,06/15/2012 01:47:00 PM,6,"600 N 300 W
Salt lake City, Utah
(40.78249996900047, -111.89966080499971)","600 N 300 W
Salt lake City, Utah
(40.78249996900047, -111.89966080499971)"
SL2012144442,1313-0,ASSAULT,08/18/2012 08:13:00 PM,08/18/2012 08:13:00 PM,7,"1000 S 700 W
Salt lake City, Utah
(40.74745024100048, -111.91111590099968)","1000 S 700 W
Salt lake City, Utah
(40.74745024100048, -111.91111590099968)"
SL2012112941,1313-0,ASSAULT,07/03/2012 10:41:00 AM,07/03/2012 10:41:00 AM,3,"300 E BRYAN AVE
Salt lake City, Utah
(40.7355654480005, -111.88237791999967)","300 E BRYAN AVE
Salt lake City, Utah
(40.7355654480005, -111.88237791999967)"
SL2012106097,1313-0,ASSAULT,06/23/2012 07:09:00 AM,06/23/2012 07:09:00 AM,7,"1400 S ROBERTA ST
Salt lake City, Utah
(40.739063314000475, -111.8839845869997)","1400 S ROBERTA ST
Salt lake City, Utah
(40.739063314000475, -111.8839845869997)"
SL2012163124,1313-0,ASSAULT,09/16/2012 11:37:00 AM,09/16/2012 11:37:00 AM,1,"800 W 300 N
Salt lake City, Utah
(40.775869671000464, -111.91410569999971)","800 W 300 N
Salt lake City, Utah
(40.775869671000464, -111.91410569999971)"
SL2012108592,1313-0,ASSAULT,06/26/2012 11:24:00 PM,06/26/2012 11:24:00 PM,3,"7 E 000 S
Salt lake City, Utah
(40.76957071100048, -111.87758713499971)","7 E 000 S
Salt lake City, Utah
(40.76957071100048, -111.87758713499971)"
SL2012178808,1313-0,ASSAULT,10/12/2012 09:16:00 AM,10/11/2012 12:01:00 AM,5,"500 W 200 N
Salt lake City, Utah
(40.77373017800045, -111.90558564199966)","500 W 200 N
Salt lake City, Utah
(40.77373017800045, -111.90558564199966)"
SL2012174449,1313-1,ASSAULT,10/04/2012 06:26:00 PM,10/04/2012 06:26:00 PM,5,"900 S PROSPECT ST
Salt lake City, Utah
(40.74444959900046, -111.93739998999968)","900 S PROSPECT ST
Salt lake City, Utah
(40.74444959900046, -111.93739998999968)"
SL2012219837,1302-0,ASSAULT,12/27/2012 06:36:00 PM,12/27/2012 06:36:00 PM,5,"200 N NEW STAR DR
Salt lake City, Utah
(40.774103916000456, -111.94187351699969)","200 N NEW STAR DR
Salt lake City, Utah
(40.774103916000456, -111.94187351699969)"
SL201272126,1313-0,ASSAULT,05/01/2012 12:52:00 AM,05/01/2012 12:52:00 AM,3,"600 E 800 S
Salt lake City, Utah
(40.75194541900049, -111.87372949499968)","600 E 800 S
Salt lake City, Utah
(40.75194541900049, -111.87372949499968)"
